LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000",DENALI DRILLING INC,8240 PETERSBURG ST,ANCHORAGE,AK,99507,238910,Corporation,White,Male Owned,Non-Veteran,,7,4/15/20,Northrim Bank,AK - 00
"e $150,000-350,000",DENALI GYMNASTICS & FITNESS,300 E Kalli Cir,WASILLA,AK,99654,611699,Corporation,Unanswered,Unanswered,Unanswered,,75,4/15/20,Northrim Bank,AK - 00
"e $150,000-350,000",DENALI HOSPITALITY GROUP INC.,645 W   3RD AVE,ANCHORAGE,AK,99501,722110,Corporation,Unanswered,Male Owned,Non-Veteran,,40,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","DENALI LAW GROUP, LLC.",300 N MAIN ST,WASILLA,AK,99654,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,4/15/20,Northrim Bank,AK - 00
"e $150,000-350,000","DENALI MECHANICAL, INC",995 RILEY CT,FAIRBANKS,AK,99701,238220,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,22,4/8/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000",DENALI PEDIATRIC DENTISTRY,2600 DENALI ST #500,ANCHORAGE,AK,99503,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",DENALITEK INCORPORATED,1600 A ST SUITE 105,ANCHORAGE,AK,99501,541519,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000","DENTAL EXCELLENCE, LLC",1000 OMALLEY RD Ste 101,ANCHORAGE,AK,99515,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4/15/20,Northrim Bank,AK - 00
"e $150,000-350,000","DENTAL SOLUTIONS GROUP, LLC",4111 Minnesota Drive #200,ANCHORAGE,AK,99503,339116,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,16,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",DEVIN JOHNSON ORTHODONTICS INC,2000 Abbott Rd Ste 202,ANCHORAGE,AK,99507,621210,Corporation,White,Male Owned,Non-Veteran,,15,4/27/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","DILLON & FINDLEY, P.C.",1049 W 5th Avenue Ste 100,ANCHORAGE,AK,99501,541110,Corporation,Unanswered,Unanswered,Unanswered,,11,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",DIMOND CENTER HOTEL LLC,700 E Dimond Blvd,ANCHORAGE,AK,99515,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",DIMOND CENTER SECURITY LLC,800 E Dimond Blvd. Suite 3-500,ANCHORAGE,AK,99515,561612,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",DIMOND VISION CLINIC LLC,1000 E Dimond Blvd Suite 101,ANCHORAGE,AK,99515,621320,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,18,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",DIRTWORKS INC,3255 S OLD GLENN HWY,PALMER,AK,99645,236220,Cooperative,Unanswered,Male Owned,Unanswered,,13,4/29/20,Matanuska Valley FCU,AK - 00
"e $150,000-350,000",DISCOUNT MECHANICAL HEATING AND PLUMBING,500 W 41ST,ARCHORAGE,AK,99503,238220,Limited  Liability Company(LLC),Unanswered,Female Owned,Veteran,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",DISCOVERY VOYAGE INC,205 E Dimond Blvd #609,ANCHORAGE,AK,99515,713990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,6/30/20,Northern Skies FCU,AK - 00
"e $150,000-350,000","DIVERSIFIED TIRE, INC.",2550 E PALMER WASILLA HWY,WASILLA,AK,99654,441320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,23,4/16/20,Northrim Bank,AK - 00
"e $150,000-350,000",DO YOU INC.,1400 W Benson Blvd Suite 370,ANCHORAGE,AK,99503,812112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25,4/13/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","DON ABEL BUILDING SUPPLIES, INC.",9999 Glacier Hwy,JUNEAU,AK,99801,444110,Corporation,Unanswered,Unanswered,Unanswered,,25,4/9/20,First Bank,AK - 00
"e $150,000-350,000",DON JOSE'S LLC,127 W PIONEER AVE,HOMER,AK,99603,722514,Corporation,Unanswered,Unanswered,Unanswered,,45,4/8/20,Northrim Bank,AK - 00
"e $150,000-350,000",DOOR SYSTEMS OF ALASKA INC,18727 Old Glenn Hwy,CHUGIAK,AK,99567,238290,Corporation,Unanswered,Unanswered,Unanswered,,10,5/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","DOOR TECH, LLC",5768 E GERSHMEL LOOP,PALMER,AK,99645,238290,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,4/8/20,Northrim Bank,AK - 00
"e $150,000-350,000",DOVE ISLAND LODGE SITKA SPORTSFISHING CHARTERS LLC,Dove Island 1,SITKA,AK,99835,114111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,42,4/15/20,Northrim Bank,AK - 00
"e $150,000-350,000","DRAIN MASTERS, INCORPORATED",2340 AZURITE CT Ste A,ANCHORAGE,AK,99507,562991,Corporation,White,Male Owned,Non-Veteran,,26,4/9/20,NuVision FCU,AK - 00
"e $150,000-350,000","DUCEY SISTERS, LP",1200 Shore Dr.,ANCHORAGE,AK,99515,311920,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,44,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",DURRELL LAW GROUP,1400 West Benson Blvd,ANCHORAGE,AK,99503,541110,Professional Association,Unanswered,Unanswered,Unanswered,,12,4/8/20,Northrim Bank,AK - 00
"e $150,000-350,000",EAGLE ENTERPRISES INC,4305 OLD INTL AIRPORT RD,ANCHORAGE,AK,99502,423990,Corporation,Unanswered,Male Owned,Non-Veteran,,11,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000","EAGLE RIVER ALEHOUSE, LLC",11901 Old Glenn Highway,EAGLE RIVER,AK,99577,722511,Limited  Liability Company(LLC),American Indian or Alaska Native,Female Owned,Non-Veteran,,44,4/13/20,KeyBank National Association,AK - 00
"e $150,000-350,000","EAR, NOSE & THROAT CLINIC, A PROFESSIONAL CORPORATION",1919 LATHROP ST #103,FAIRBANKS,AK,99701,621498,Corporation,Unanswered,Unanswered,Unanswered,,17,4/3/20,Northrim Bank,AK - 00
"e $150,000-350,000","EARLY LEARNING FOR EVERYONE, LLC",13030 BRANDON STREET,ANCHORAGE,AK,99515,624410,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,48,4/10/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","EARTHWORK, INC.",700 W. 58TH AVE Unit J,ANCHORAGE,AK,99518,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",EAST ROAD SERVICES INC,33740 Jones Drive,HOMER,AK,99603,237310,Corporation,Unanswered,Unanswered,Unanswered,,14,5/12/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",EAYRS PLUMBING AND HEATING LLC,1208 LAKE SHORE DR,HOMER,AK,99603,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",EC HAULIN,1324 Old Richardson Hwy,FAIRBANKS,AK,99701,484220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,7,4/8/20,Northrim Bank,AK - 00
"e $150,000-350,000","ECI/HYER, INC.","3909 Arctic Blvd, Suite 103",ANCHORAGE,AK,99503,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,4/13/20,Alaska USA FCU,AK - 00
"e $150,000-350,000",EIC ENGINEERS INC,6927 OLD SEWARD HIGHWAY SUITE 200,ANCHORAGE,AK,99518,541330,Corporation,Unanswered,Unanswered,Unanswered,,8,6/4/20,KeyBank National Association,AK - 00
"e $150,000-350,000","ELEMENTS, LLC",1157 DEBORAH AVE,FAIRBANKS,AK,99709,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,55,4/4/20,Northrim Bank,AK - 00
"e $150,000-350,000",ENCORE ELECTRIC LLC,5640 B Street,ANCHORAGE,AK,99518,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,26,4/7/20,Alaska USA FCU,AK - 00
"e $150,000-350,000",ENDEAVOR ELECTRIC LLC,3560 W 74th Ave.,ANCHORAGE,AK,99502,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,4/28/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","ENGINEERED EQUIPMENT COMPANY OF ALASKA, INC",12501 OLD SEWARD HWY,ANCHORAGE,AK,99515,423990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4/9/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",EPPERHEIMER INC,46941 KENAI SPUR HWY,KENAI,AK,99611,238320,Corporation,Unanswered,Male Owned,Non-Veteran,,11,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",ESSENTIAL MEDICAL MANAGEMENT LLC,401 N. MAIN STREET # 0736,WASILLA,AK,99687,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000","EVER ELECTRIC, INC.",5351 COMMERCIAL BLVD,JUNEAU,AK,99801,238210,Corporation,Unanswered,Unanswered,Unanswered,,20,4/11/20,KeyBank National Association,AK - 00
"e $150,000-350,000","EXCEL CONSTRUCTION, INC.",7901 King Street,ANCHORAGE,AK,99518,236220,Corporation,Unanswered,Unanswered,Unanswered,,9,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",EXCELLENCE IN HEALTH CHIROPRAC,2008 E Northern Lights Blvd,ANCHORAGE,AK,99508,621310,Corporation,Unanswered,Male Owned,Non-Veteran,,19,4/16/20,Northrim Bank,AK - 00
"e $150,000-350,000","EXPERIENCE ALASKA TOURS, LLC",11728 TONGASS HWY,KETCHIKAN,AK,99901,713990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/13/20,First Bank,AK - 00
"e $150,000-350,000",EXPRESS DELIVERY SERVICE LLC,701 W 41ST AVE,ANCHORAGE,AK,99503,492110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,4/28/20,Alaska USA FCU,AK - 00
"e $150,000-350,000",F-E CONTRACTING INC,1920 S EKLUTNA STREET,PALMER,AK,99645,236220,Corporation,Unanswered,Unanswered,Unanswered,,16,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",FAIRBANKS CLINIC INC,1919 LATHROP ST STE 100,FAIRBANKS,AK,99701,621111,Corporation,Unanswered,Male Owned,Non-Veteran,,18,4/10/20,Denali State Bank,AK - 00
"e $150,000-350,000","FAIRBANKS COLLISION AND GLASS SERVICE, LLC",1804 S. CUSHMAN ST,FAIRBANKS,AK,99701,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,4/4/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000","FAIRBANKS COMMUNITY COOPERATIVE MARKET, INC.",526 GAFFNEY RD,FAIRBANKS,AK,99701,445110,Cooperative,Unanswered,Female Owned,Unanswered,,30,4/29/20,"National Cooperative Bank, National Association",AK - 00
"e $150,000-350,000","FAIRBANKS FAMILY WELLNESS, LLC",35500 AIRPORT WAY Suite 4,FAIRBANKS,AK,99709,621399,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,4/4/20,Northrim Bank,AK - 00
"e $150,000-350,000","FAIRBANKS FIRST ASSEMBLY OF GOD, INC",2830 Airport Way,FAIRBANKS,AK,99709,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,14,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",FAIRBANKS NISSAN LLC,2610 S Cushman St,FAIRBANKS,AK,99701,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,4/12/20,KeyBank National Association,AK - 00
"e $150,000-350,000","FAIRBANKS PSYCHIATRIC AND NEUROLOGIC CLINIC, A PROFESSIONAL CORPORATION",1919 Lathrop Street Suite 220,FAIRBANKS,AK,99701,621111,Corporation,Unanswered,Unanswered,Unanswered,,13,4/13/20,KeyBank National Association,AK - 00
"e $150,000-350,000",FAIRBANKS RESCUE MISSION,PO Box 73250,FAIRBANKS,AK,99707,624221,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,24,4/9/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000",FAIRWEATHER SCIENCE LLC,301 CALISTA COURT,ANCHORAGE,AK,99518,541690,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/13/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",FAITH DAYCARE & LEARNING CENTER,4240 WISCONSIN STREET,ANCHORAGE,AK,99517,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,52,4/28/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","FALTZ LANDSCAPING, INC",1401 Labar Street,ANCHORAGE,AK,99515,238990,Corporation,Unanswered,Male Owned,Unanswered,,43,4/15/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","FAMILY FIRST DENTISTRY, L.L.C.",4050 LAKE OTIS PKWY STE 200,ANCHORAGE,AK,99508,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,4/27/20,Cache Valley Bank,AK - 00
"e $150,000-350,000",FAR WEST INC,4000 Old Seward Hwy Suite 201,ANCHORAGE,AK,99503,921150,Corporation,Unanswered,Unanswered,Unanswered,,25,4/27/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",FARLEY & GRAVES PC,804 G St Suite 250,ANCHORAGE,AK,99516,541110,Corporation,Unanswered,Unanswered,Unanswered,,13,4/27/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",FAULKNER WALSH CONSTRUCTORS,PO Box 233929,ANCHORAGE,AK,99523,238990,Partnership,Unanswered,Unanswered,Unanswered,,10,4/11/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",FAVCO INC,1205 W. 27TH AVE,ANCHORAGE,AK,99503,424460,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000","FIRE ISLAND RUSTIC BAKESHOP, LLC",160 W 91ST AVE Ste A,ANCHORAGE,AK,99515,311811,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,4/5/20,Northrim Bank,AK - 00
"e $150,000-350,000",FIRETAP TIKAHTNU LLC,1148 N MULDOON RD Pad M,ANCHORAGE,AK,99504,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,34,4/8/20,Alaska USA FCU,AK - 00
"e $150,000-350,000",FIRST ALASKANS INSTITUTE,606 E STREET SUITE 200,KODIAK,AK,99501,813990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",FIRST CARE MEDICAL CENTERS LLC,1301 Huffman Road Ste 205,ANCHORAGE,AK,99515,621111,Partnership,Unanswered,Male Owned,Non-Veteran,,26,4/16/20,Northrim Bank,AK - 00
"e $150,000-350,000","FIRST CITY ELECTRIC, INC.",918 WATER ST,KETCHIKAN,AK,99901,221122,Corporation,Unanswered,Unanswered,Unanswered,,13,4/9/20,First Bank,AK - 00
"e $150,000-350,000","FIRST SECURITY INVESTMENT, INC.",431 Santa Claus Ln,NORTH POLE,AK,99705,722511,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,38,4/4/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000","FISH OR CUT BAIT, LLC",609 F Street,ANCHORAGE,AK,99501,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,46,4/14/20,Northrim Bank,AK - 00
"e $150,000-350,000","FLY 4 YOU, INC.",6121 Airpark Place,ANCHORAGE,AK,99502,481111,Corporation,Unanswered,Male Owned,Veteran,,23,4/4/20,Northrim Bank,AK - 00
"e $150,000-350,000","FOLEY & PEARSON, P.C.",4300 B STREET SUITE 400,ANCHORAGE,AK,99503,922130,Corporation,Unanswered,Unanswered,Unanswered,,11,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",FOREIGN AUTO & TRUCK SUPPLY INC,202 E INT'L AIRPORT RD,ANCHORAGE,AK,99518,441310,Corporation,Unanswered,Unanswered,Unanswered,,21,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","FOUNTAINHEAD NORTHWEST, LLC",1501 Queens Way,FAIRBANKS,AK,99701,531190,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,17,4/4/20,Denali State Bank,AK - 00
"e $150,000-350,000",FOUR SEASONS MARINE SERVICES CORP.,600 Port Avenue PO box 2127,SEWARD,AK,99664,561520,Corporation,Unanswered,Unanswered,Unanswered,,18,4/6/20,First Sound Bank,AK - 00
"e $150,000-350,000",FRAMPTON &AMP; OPINSKY LLC,2525 BLUEBERRY ROAD SUITE 204,ANCHORAGE,AK,99503,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000","FRANKLIN TODD WORTHAM, DDS LLC",10767 KENAI SPUR HWY,KENAI,AK,99611,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/8/20,Northrim Bank,AK - 00
"e $150,000-350,000",FRIAR TUCK'S HOAGIE HOUSE,427 Merhar Ave,FAIRBANKS,AK,99701,722511,Partnership,Unanswered,Unanswered,Unanswered,,21,4/11/20,KeyBank National Association,AK - 00
"e $150,000-350,000",FRONTLINE CONSTRUCTION LLC,4400 MANYTELL AVE,ANCHORAGE,AK,99516,236115,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,12,4/4/20,Northrim Bank,AK - 00
"e $150,000-350,000","FROZEN WINGS, INC",3400 C Street,ANCHORAGE,AK,99501,722511,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,53,4/10/20,Horizon Bank,AK - 00
"e $150,000-350,000",FS&G AGGREGATE INC,381 Wiese Ct,FAIRBANKS,AK,99701,212321,Corporation,Unanswered,Unanswered,Unanswered,,13,4/12/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",GAGE TREE SERVICE LLC,4901 E WINDRIDGE AVE,WASILLA,AK,99654,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000","GALLO'S MEXICAN RESTAURANT, INC.",135 W Dimond Blvd,ANCHORAGE,AK,99515,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,38,5/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",GAPCO STORES - ALASKA LLC,7930 KING ST,ANCHORAGE,AK,99518,722513,Corporation,White,Male Owned,Non-Veteran,,44,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000","GARDEN CITY ENTERPRISES, LLC",MILE 1.5 KLONDIKE HWY PO BOX 535,SKAGWAY,AK,99840,453110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,4/30/20,Northrim Bank,AK - 00
"e $150,000-350,000",GASLIGHT LOUNGE INC,GASLIGHT LOUNGE INC,ANCHORAGE,AK,99501,722410,Corporation,Unanswered,Unanswered,Unanswered,,18,4/7/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",GAZEWOOD & WEINER,10008 16TH AVENUE,FAIRBANKS,AK,99701,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,4/9/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","GENERAL CONSTRUCTORS, LLC",3852 N Clark Wolverine Rd,PALMER,AK,99645,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,5/21/20,Northrim Bank,AK - 00
"e $150,000-350,000","GENEVA WOODS MIDWIFERY, INC.",2400 E 42nd Ave,ANCHORAGE,AK,99508,621399,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000","GEOTEK ALASKA, INC.",2756 COMMERCIAL DR PO Box 141007,ANCHORAGE,AK,99501,541380,Corporation,White,Female Owned,Non-Veteran,,15,4/15/20,"Newtek Small Business Finance, Inc.",AK - 00
"e $150,000-350,000",GIANT DON'S CARPET & DESIGN,7725 OLD SEWARD HWY,ANCHORAGE,AK,99518,442210,Corporation,Unanswered,Male Owned,Non-Veteran,,22,4/14/20,Northrim Bank,AK - 00
"e $150,000-350,000","GINGER, LLC.",425 W 5th Avenue,ANCHORAGE,AK,99501,722511,Corporation,White,Male Owned,Non-Veteran,,47,4/13/20,KeyBank National Association,AK - 00
"e $150,000-350,000",GIRDWOOD HEALTH CLINIC INC,PO Box 1130,GIRDWOOD,AK,99587,621112,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,15,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",GIRL SCOUTS OF ALASKA,3911 TURNAGAIN BLVD E,ANCHORAGE,AK,99517,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,21,4/12/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",GLACIER STATE CONTRACTORS INC,10006 CRAZY HORSE DR.,JUNEAU,AK,99801,237310,Corporation,Unanswered,Unanswered,Unanswered,,0,5/8/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",GLACIER STATE MOVING & STORAGE INC,620 OLD RICHARDSON HWY,FAIRBANKS,AK,99701,493110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,4/10/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","GLOBAL EQUIPMENT SERVICES, INC",PO Box 10770,FAIRBANKS,AK,99710,811219,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000",GLOBAL SERVICES INC,1701 E 84TH AVE,ANCHORAGE,AK,99507,532281,Corporation,Unanswered,Unanswered,Unanswered,,16,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","GOETHE, LLC",1243 OLD STEESE HWY,FAIRBANKS,AK,99701,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44,4/3/20,Northrim Bank,AK - 00
"e $150,000-350,000",GOLD CACHE BINGO,110 East Fireweed Lane,ANCHORAGE,AK,99503,713990,Partnership,Unanswered,Unanswered,Unanswered,,46,4/13/20,KeyBank National Association,AK - 00
"e $150,000-350,000","GONORTH TRAVEL, LLC",3713 S. Lathrop,FAIRBANKS,AK,99701,532120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,41,4/4/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000","GRAHAM INDUSTRIAL COATINGS, LLC",1320 S. Industrial Way,PALMER,AK,99645,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,4/6/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000","GRANITE CITY ALASKA, INC.",12243 Spring Brook Dr.,EAGLE RIVER,AK,99577,238990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,19,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",GRAYLING MEDICAL GROUP LLC,240 HOSPITAL PLACE SUITE 103,SOLDOTNA,AK,99669,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,4/9/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",GREAT ALASKA FISH CAMP INC,33881 STERLING HWY,STERLING,AK,99672,721214,Corporation,White,Male Owned,Non-Veteran,,67,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","GREAT LAND INFUSION PHARMACY, INC",2421 E. Tudor Rd #107,ANCHORAGE,AK,99507,446110,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,19,4/16/20,Northrim Bank,AK - 00
"e $150,000-350,000",GREATER JUNEAU ARTS AND HUMANITIES COUNCIL,"350 Whittier Street, Ste 101",JUNEAU,AK,99801,813211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,30,5/2/20,First Bank,AK - 00
"e $150,000-350,000","GREATLAND MENTAL HEALTH, LLC",1400 W Benson Blvd. Ste. 315,ANCHORAGE,AK,99503,621112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",GREEN CONNECTION INC,804 East  15TH AVE,ANCHORAGE,AK,99501,561730,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,24,4/14/20,Northrim Bank,AK - 00
"e $150,000-350,000",GRIFFARD STEEL INCORPORATED,2650 Phillips Field Rd,FAIRBANKS,AK,99709,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,4/8/20,Denali State Bank,AK - 00
"e $150,000-350,000",GRIFFIN & SMITH LAW OFFICES LLC,3700 JEWEL LAKE ROAD,ANCHORAGE,AK,99502,541110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,11,4/15/20,First National Bank Alaska,AK - 00
